agv39,azc81,bdb223,bsj154,bwr202,drs203,eno150,hgo132,jem139,mbd135,nby169,nfb200,npo218,ofz208,qmj73,rgm35,rva241,wdb83,yfm28
0.042721714,0.417089926,0.940133817,0.650547391,0.786741136,0.464720249,0.129357499,0.441666098,0.155442215,0.272384649,0.167932142,0.036515637,0.991594106,0.408576875,0.473793057,0.65565562,0.418293081,0.751878745,0.117413938
0.833909945,0.251799777,0.118892589,0.072442152,0.01644951,0.511124026,0.877428428,0.362239642,0.720340918,0.012064419,0.686382076,0.193360758,0.482954233,0.317057762,0.553280074,0.893594319,0.297202043,0.113065568,0.318050689
0.672064755,0.622862491,0.391710064,0.462485197,0.455291614,1,0.451211481,1,0.298739934,0.785928673,0.002672356,0.908249883,0.381373202,0.706178977,0.43509767,0.696840659,0.99298549,0.374949289,0.103145013
0.852212833,0.111659112,0.640163461,0.2438602,0.109233503,0.437658156,0.612008242,0.440471864,0.782250263,0.73053558,0.645757633,0.429410265,0.488975479,0.334261161,0.916687389,0.840713756,0.364076136,0.08845486,0.658669934
0.322073672,0.52597945,0.757206755,0.82853134,0.781784938,0.130168064,0.713391091,0.214924641,0.720211461,0.828747949,0.303448938,0.648498032,0.852371686,0.583636029,0.918762001,0.342357968,0.220575607,0.777325214,0.554161116
0.689307588,0.785673945,0.918443582,0.119850493,0.10812431,0.319109774,0.102285201,0.324233542,0,0.287072281,0.821253499,0.768743501,0.351423576,0.032824363,0.76716621,0.367687659,0.242246928,0.116275134,0.883609021
0.074879888,0.80231411,0.3036896,0.05930392,0.077079136,0.78760181,0.976523239,0.435349583,0.880886125,0.775286816,0.176240022,0.663962783,0.084602909,0.237098288,0.458432803,0.279812356,0.60309722,0,0.041411858
0.027874925,0.895856448,0.84901674,0.152048615,0.156366639,0.115875719,0.498441518,0.086185477,0.468634875,0.994347213,0.467690273,0.129827573,0.263253074,0.059886712,0.054855442,0.257308649,0.072538858,0.328400471,0.36849297
0.261204356,0.65933836,0.79403853,0.079920595,0.07717712,0.924208794,0.636369176,0.740650813,0.614332976,0.486823164,0.286367507,0.084592046,0.195145727,0.813849258,0.738739091,0.39885528,0.81699157,0.045089337,0.715979369
0.989137891,0.124242839,0.084556147,0.778055262,0.664512713,0.587062483,0.908861302,0.786747499,0.975901584,0.810463465,0.160438196,0.14451319,0.375595913,0.794542557,0.403185132,0.492914388,0.667475009,0.624584169,0.626001973
0.138399811,0.934048985,0.052904448,0.548919273,0.642384986,0.20473014,0.315358451,0,0.338171062,0.059433444,0.087407522,0.223135967,0.318554266,0.7720647,0.433561414,0.180949575,0.025572834,0.613902226,0.494632525
0.566130494,0.457786821,0.139997565,0.108010404,0.059990249,0.838494161,0.95569478,0.608059226,1,0.44137177,0.915064218,0.88082064,0.6029717,0.711797995,0.045738574,0.112605459,0.652001862,0,0.256306259
0.602932949,0.437241294,0.760502469,1,0.812516521,0.837340219,0.807133081,0.939485813,0.795198714,0.788160076,0.756983383,0.903658858,0.568973515,0.66822949,0.51687809,0.827783013,0.951522004,0.821298585,0.957851322
0.30567326,0.899386639,0.869003676,0.58765751,0.64820247,0.758384292,0.012107632,0.60188408,0,0.271328785,0.000329605,0.333170153,0.375399397,0.343169556,0.346536741,0.751481897,0.700224636,0.684751208,0.315633466
0.080335238,0.694877369,0.7170455,0.30501315,0.467931006,0.17082883,0.676705167,0,0.750133423,0.587428916,0.115461216,0.90935728,0.901241889,0.405682186,0.617631588,0.08020792,0.137198117,0.325854444,0.588310558
0.886765748,0.390897507,0.209624182,0.649852069,0.668984288,0.002690702,0.926530874,0.152428004,1,0.346516984,0.100302858,0.891162456,0.517773381,0.16746395,0.400472726,0.694127645,0.008460815,0.750675316,0.025642128
0.58343827,0.10268247,0.230753766,0.969514567,0.782739842,0.147216883,0.103436762,0.270445365,0,0.905155719,0.68449744,0.930880696,0.645746852,0.123683837,0.729777554,0.046113277,0.210505411,0.888357755,0.282961228
0.19570834,0.924914258,0.929311962,0.866023943,0.807251156,0.390631908,0.67941562,0.654528668,0.70615063,0.699959325,0.886216383,0.764832324,0.207493372,0.831921911,0.50095446,0.860574896,0.55709401,0.841789621,0.643322878
0.346326565,0.954982683,0.214662407,0.28158244,0.237056108,0.999833241,0.872372499,0.741630636,0.833364712,0.282364749,0.131995296,0.454827769,0.958845125,0.959847581,0.130419902,0.434947694,0.883823916,0.160816517,0.493705728
0.513281107,0.445544943,0.017868797,0.527818927,0.569545586,0.607839478,0.12759809,0.599440019,0.11284392,0.788771905,0.820869719,0.243793387,0.544340282,0.602283714,0.177669496,0.660800956,0.651356867,0.684064346,0.920977277
0.267245248,0.769121474,0.260636731,0.36358381,0.398363665,0.711368678,0.554919298,0.850742716,0.562043009,0.612106408,0.191648531,0.744255415,0.657216964,0.955562665,0.48366993,0.424946406,0.880866707,0.224758315,0.912348066
0.574438985,0.306813655,0.23066549,0.5136882,0.577011357,0.174701635,0.772692505,0.223391623,0.789480628,0.287461498,0.263714046,0.831438363,0.60479559,0.888712221,0.778242417,0.464481697,0.245235451,0.561192302,0.392148964
0.959095279,0.046832092,0.561990562,0.90902152,0.722952491,0.86942902,0.717830969,0.738896008,0.592602103,0.382646007,0.401371974,0.26741518,0.472780356,0.237024389,0.360889892,0.58387216,0.820729495,0.74948138,0.137166685
0.159892707,0.843226408,0.214919517,0.990305757,0.873985167,0.929614083,0.835466871,0.935633292,0.958470459,0.22529589,0.118861011,0.861519338,0.083218828,0.584908829,0.532939663,0.155147066,0.895742608,0.986064524,0.204394475
0.511557721,0.231374409,0.177132809,0.622174284,0.900416685,0.214008708,0.792624423,0.133247226,0.861727241,0.648487683,0.332700158,0.928990435,0.554597888,0.802262103,0.63748481,0.670753353,0.251942009,0.962301181,0.234492833
0.926449239,0.929710085,0.627441309,0.200423847,0.170244095,0.541011537,0.904604433,0.781453974,0.891737385,0.344139032,0.511540903,0.894513926,0.801373221,0.560371178,0.879178393,0.237406201,0.648922898,0.219151737,0.675048733
0.874675853,0.277323448,0.129978406,0.358702106,0.423907533,0.033207055,0.620603916,0.0689641,0.624975885,0.00625225,0.931557129,0.704036787,0.802118722,0.620991188,0.290999525,0.107865072,0.010990172,0.478217879,0.540290982
0.677623823,0.077552831,0.851742458,0.248781725,0.11128378,0,0.585840101,0.098615193,0.419224572,0.236419887,0.631068893,0.876758658,0.06309148,0.591113849,0.015708942,0.371468412,0.00127697,0.224160043,0.935933306
0.621166924,0.863323874,0.794696182,0.112285187,0.054195821,0.823658639,0.688551438,0.975682045,0.853794512,0.54669192,0.120140359,0.830328668,0.984067965,0.438006639,0.796352741,0.904651247,0.792275104,0,0.139699504
0.221961943,0.222509696,0.585737805,0.159514311,0.1734172,0.195541192,0.793630059,0.015250161,0.935732179,0.872438428,0.61492747,0.874768573,0.037939106,0.085639814,0.9044017,0.436065008,0.117234248,0.193566461,0.039845035
0.261248088,0.808227578,0.177659999,0.814770755,0.990133967,0.216732259,0.184083206,0.176879008,0.12232771,0.818605369,0.28620089,0.153116166,0.310437309,0.433623855,0.849724615,0.190486372,0.108387935,1,0.540034369
0.120512826,0.270776033,0.048399371,0.594272327,0.511909441,0.45733886,0.494943147,0.463651007,0.548827326,0.051192184,0.131488945,0.665787543,0.452601091,0.699269261,0.410674158,0.129353722,0.510908642,0.516363288,0.475125847
0.673082808,0.484483539,0.051487512,0.565275633,0.468449349,0.815349967,0.385816481,0.84799551,0.392861022,0.446585438,0.143445084,0.043694787,0.595464248,0.902709399,0.282839025,0.635781289,0.950551275,0.449091813,0.060615492
0.993585694,0.050592723,0.066532056,0.29498323,0.326362225,0.786433544,0.135349206,0.934830078,0.157489903,0.090843733,0.025978442,0.806509003,0.03705538,0.936698532,0.568891178,0.268485743,0.781218663,0.236372004,0.00127564
0.57071153,0.889247938,0.624469077,0.547966604,0.35915439,0.404284431,0.444939178,0.345753498,0.433089318,0.220172801,0.434033709,0.074242711,0.966246567,0.463263824,0.344484753,0.372879417,0.443780133,0.441512727,0.044358843
0.736911689,0.709981611,0.945617125,0.738787688,0.610453918,0.400410592,0.682968225,0.251014257,0.60779411,0.002616152,0.652359612,0.99467311,0.996000141,0.825854146,0.152233917,0.098010006,0.309920296,0.631726515,0.449926028
0.220311492,0.127551736,0.351517564,0.684639783,0.540101176,0.237611797,0.565376183,0.189736691,0.63337166,0.586576387,0.304255496,0.413937815,0.761601587,0.644449571,0.634213908,0.959332131,0.155947793,0.507891824,0.816647933
0.031722132,0.452121105,0.774297154,0.05895357,0.134337124,0.777857193,0.1335642,0.657600351,0.13654305,0.688370329,0.001542975,0.704611194,0.803459188,0.587391326,0.867435104,0.607387923,0.596695827,0.334290379,0.977360903
0.210462415,0.464692956,0.838234631,0,0.02792838,0.194314851,0.157673333,0.209264046,0.1338163,0.239000082,0.047283002,0.287558346,0.772422529,0.555787254,0.621668006,0.609028023,0.034450573,0,0.551616493
0.869221123,0.408146243,0.079089188,0.617683426,0.707564774,0.826465272,0.676835802,0.905067932,0.792284798,0.597648345,0.414201292,0.615057386,0.173341145,0.262179281,0.539116309,0.335640831,0.88257711,0.738362637,0.04432028
0.592235813,0.208678745,0.028555581,0.454120497,0.322883227,0.704883431,0.526773975,0.480149672,0.439305807,0.531349389,0.352165091,0.778651259,0.247073319,0.781783479,0.617888717,0.456780056,0.620377334,0.383908025,0.359094585
0.676758129,0.2559056,0.525903493,0.111944688,0.161549504,0.732910509,0.40846469,0.59223608,0.325771363,0.858689958,0.679222632,0.071412069,0.658325688,0.302319785,0.133004798,0.524157349,0.800391904,0.240018389,0.264721071
0.639023664,0.935309363,0.41542802,0.871607641,0.814432191,0.131398779,0.84579772,0.111234238,0.815941402,0.995209768,0.504845617,0.886089181,0.00595828,0.916589658,0.287400653,0.561853941,0.050071659,0.785326262,0.299257342
0.274592307,0.717237285,0.148479864,0.574726746,0.485097014,0.300566487,0.069576861,0.503232017,0.019273553,0.614080429,0.176771171,0.196853408,0.632231221,0.254604066,0.158645204,0.103094847,0.364307796,0.543405641,0.345277799
0.384169175,0.534837821,0.150187141,0.80763512,0.691920343,0.628967814,0.55744012,0.433727244,0.538641539,0.906363963,0.624696163,0.502646194,0.751000663,0.970875313,0.751879217,0.118723819,0.607241935,0.797220055,0.84068792
0.391792428,0.069060676,0.683514462,0.697958409,0.774131801,0.446696919,0.658566004,0.384658765,0.541355502,0.749787225,0.184408865,0.498434628,0.381774902,0.799084633,0.271249027,0.467715649,0.302402394,0.771991335,0.186511334
0.755655874,0.483624469,0.521599459,0,0.13361762,0,0.564896254,0.011678806,0.640887363,0.451000537,0.916936976,0.564470629,0.580211452,0.327946391,0.669922568,0.757782745,0.020079383,0.182081943,0.91533125
0.553334797,0.564683353,0.176052532,0.785325988,0.708371311,0.546450558,0.400119129,0.351127828,0.470088613,0.380611518,0.640561539,0.577799987,0.823362629,0.290320122,0.478697171,0.821449515,0.481588704,0.811414812,0.974474595
0.819269162,0.335913098,0.308005668,0.77858262,0.751109962,0.350814742,0.449679667,0.399229366,0.514368088,0.809117369,0.442742222,0.422637603,0.802192549,0.881113911,0.50078169,0.310069912,0.337301619,0.779928867,0.957310304
0.368089124,0.969942419,0.741691585,0.823551624,0.805785475,0.615730953,0.071124245,0.595846183,0.010894711,0.178076339,0.962593619,0.46973688,0.86205122,0.478131396,0.119259359,0.447390329,0.660979698,0.726355577,0.127410262
0.17339753,0.800504508,0.080513012,0.883946756,0.837654381,0.306393101,0.12068069,0.330518508,0.353164149,0.134547982,0.983585868,0.375160587,0.867568573,0.843125161,0.64750401,0.141479736,0.324819427,0.929084872,0.2688804
0.939984781,0.167685127,0.648061987,0.287284199,0.217874755,0.068940628,0.739772721,0.218599377,0.838349723,0.953327519,0.955754268,0.370329501,0.726058207,0.797084992,0.477048878,0.606222822,0.189888873,0.156001249,0.999337502
0.968942464,0.101985818,0.515590991,0.754589949,0.965218419,0.39750962,0.21553368,0.796223596,0.061083182,0.421931216,0.333428619,0.281573967,0.371684677,0.278939577,0.463719046,0.5093069,0.605879056,0.883662017,0.501703916
0.583459301,0.050605313,0.905883519,0.578410775,0.420805661,0.773337322,0.097681298,0.951964721,0,0.918981249,0.506780835,0.440209338,0.505776314,0.718275267,0.374424989,0.149215882,0.926488409,0.474595197,0.532744266
0.507062749,0.357187204,0.035914944,0.865014913,0.934475448,0.345437975,0.704076209,0.464926357,0.731868948,0.797940415,0.39982169,0.627306489,0.044075223,0.98223463,0.737230979,0.040870583,0.357531511,1,0.642191483
0.457937466,0.590894023,0.379488484,0.746095663,0.720248464,0.64297595,0.890947612,0.828511918,1,0.459425876,0.113076582,0.842958035,0.43976826,0.769991381,0.094772332,0.335245599,0.664487608,0.708460766,0.542682828
0.706469721,0.089355975,0.957000777,0.145662382,0.153149996,0.491450748,0.819100263,0.301171494,0.822617183,0.653910278,0.118518076,0.711958819,0.895304811,0.099400382,0.514692106,0.965460034,0.236981109,0.123764848,0.167006531
0.948039038,0.434687966,0.33252704,0.461159625,0.471285207,0.223347149,0.525565115,0.18941552,0.550889015,0.992914908,0.126105506,0.337976006,0.561221435,0.857354262,0.272769315,0.072908187,0.182688108,0.496599733,0.706144711
0.904907812,0.731015685,0.996830145,0.189251496,0.297754369,0.533431467,0.464451223,0.712729915,0.476770728,0.16756867,0.673892354,0.631688378,0.221101012,0.753311762,0.229939477,0.139059187,0.650333619,0.476501362,0.062642237
0.737597107,0.688293852,0.844335012,0.442885741,0.279318929,0.389594372,0.167804659,0.28524281,0.221810457,0.951837699,0.048813599,0.02627721,0.568882929,0.261395295,0.933929429,0.651520355,0.238061778,0.005796546,0.476914482
0.985099096,0.636200438,0.402846393,0,0.059015177,0.962257884,0.739331211,0.94895025,0.764572702,0.623675898,0.519696915,0.229651266,0.512360006,0.881655902,0.431774645,0.342999986,0.886419982,0.130486987,0.801244073
0.380920444,0.033047107,0.384610521,0.037834813,0.020102367,0,0.754759758,0.234771768,0.840158659,0.343205222,0.322762863,0.674390379,0.346718993,0.193538628,0.281567603,0.260722622,0.215432327,0,0.183365935
0.918408083,0.313146151,0.894486241,0.589150109,0.666230275,0.119917227,0.472684996,0,0.540244565,0.437543439,0.965813154,0.692131099,0.55268064,0.822148144,0.361568117,0.060997229,0.014833888,0.631438309,0.844075123
0.827652692,0.115089829,0.696837943,0.098851129,0.172248448,0,0.727832771,0.047682775,0.691872256,0.132385122,0.69127565,0.346896467,0.489465812,0.880391546,0.855519021,0.903437046,0.101279807,0.168499598,0.264567229
0.927189773,0.867014237,0.768529673,0.459461882,0.344241221,0.559185183,0.411078225,0.625137365,0.403770765,0.210425134,0.319416487,0.208824604,0.840361408,0.82863198,0.127148884,0.938018112,0.656880329,0.462703716,0.478543924
0.190943847,0.243037149,0.218736382,0.850595128,0.937466089,0.456486235,0.865773671,0.61189099,0.642484808,0.810314202,0.480686192,0.934472701,0.265111152,0.233433849,0.914315538,0.675053658,0.565397932,0.821017242,0.901080568
0.649233724,0.080290394,0.581970389,0.989867784,0.865652491,0.626137459,0.12082172,0.818303044,0.104183698,0.927796567,0.247935691,0.003566085,0.036050286,0.767442183,0.515806055,0.306026219,0.677976147,0.775252489,0.63462794
0.575339068,0.880773921,0.255191937,0.587074139,0.481921266,0.086644967,0.392121871,0,0.403864124,0.892017864,0.644045228,0.498801421,0.064525507,0.22690742,0.443793734,0.51804233,0.1234137,0.52616383,0.407316212
0.85970257,0.465824943,0.616320422,0.210071698,0.315593087,0.519989983,0.017672081,0.666695062,0,0.946408779,0.063391791,0.604594307,0.120894891,0.549552922,0.398496872,0.281639028,0.484013081,0.248328005,0.50111685
0.011386281,0.275060811,0.942169113,0.340855462,0.290511815,0,0.767357724,0,0.844371177,0.366320738,0.304922521,0.544997427,0.090139639,0.830575149,0.863910751,0.274309042,0.00278865,0.377717994,0.72213712
0.387083367,0.047140397,0.651751949,0.140163543,0.244035215,0.445324081,0.246887512,0.318554794,0.263060154,0.058475872,0.533633466,0.488001322,0.392867813,0.908301502,0.957103108,0.897731129,0.342078793,0.176723268,0.454052285
0.820442641,0.111368272,0.955369559,0.108918311,0.13422292,0.740328018,0.874800439,0.466802958,0.5600966,0.545086415,0.042113264,0.180427235,0.878629304,0.612721277,0.714795335,0.525087418,0.492265888,0.222045604,0.910887833
0.729021376,0.666041631,0.247812872,0.822111897,0.971259895,0.91736977,0.399873884,0.861461235,0.385041897,0.005087439,0.553950008,0.143123463,0.234019247,0.910170947,0.400189876,0.729536678,0.905550823,0.918480699,0.329267586
0.954112355,0.818165433,0.327213674,0.795200769,0.925534301,0.505148933,0.229753323,0.432994645,0.333315238,0.176861774,0.482760535,0.343061698,0.887297694,0.316675934,0.496362971,0.031348556,0.442333755,0.883179651,0.934503058
0.352366651,0.061209181,0.144481701,0.500155674,0.595776676,0.36876188,0.428619932,0.582290007,0.356570788,0.186653957,0.946627385,0.003056339,0.94204607,0.605539206,0.666256018,0.677178053,0.497536175,0.613665665,0.865769439
0.681942097,0.581547964,0.767570246,0,0.019828209,1,0.973532711,0.995542197,0.894310382,0.772948074,0.204081671,0.928782777,0.117931325,0.67619695,0.937741182,0.563166036,0.99773309,0,0.51710064
0.645584041,0.417184002,0.649648795,0.579692737,0.580926955,0.678979911,0.527235809,0.710783046,0.591339678,0.892877684,0.858697638,0.776326413,0.153425049,0.244903975,0.740744682,0.926586752,0.760929836,0.757505842,0.338524765
0.588108001,0.654949303,0.680655056,0.374726734,0.518232761,0.042983027,0.223464365,0,0.347684515,0.221296704,0.521930858,0.819261044,0.712917013,0.531943831,0.788321946,0.660829437,0.026883789,0.528851062,0.606654148
0.708862833,0.948699168,0.518486665,0.286998338,0.271602372,0.855617239,0.683354769,0.721067547,0.573827049,0.961794424,0.465028526,0.058587382,0.703865502,0.355259133,0.579573956,0.507393314,0.62796622,0.131552838,0.36069353
0.838013349,0.785742608,0.98880776,0.08487693,0.025336058,0.838664369,0.010431849,0.62553095,0.267333183,0.815275283,0.999710364,0.763551977,0.052243402,0.442611587,0.751279132,0.447261418,0.699679935,0,0.039922902
0.358096164,0.010696567,0.633676165,0.558669697,0.618631248,0.709394942,0.354728458,0.536262304,0.412833051,0.414024436,0.895004695,0.444602047,0.791921795,0.200736774,0.83615009,0.88286529,0.630538769,0.622041462,0.779804613
0.393308131,0.524217267,0.30958699,0.301030243,0.382432022,0.615271446,0.099847646,0.577359837,0.166160859,0.910605424,0.091886384,0.992623803,0.18540481,0.557598956,0.003334877,0.951365441,0.514014608,0.305776954,0.359579722
0.338466416,0.748890663,0.805777594,0.582681094,0.753721378,0.200625845,0.630324018,0.09636412,0.686186061,0.315712927,0.421653013,0.907076271,0.332184172,0.677603054,0.103519098,0.830256884,0.188219868,0.724869592,0.859244575
0.691229996,0.856544196,0.536200182,0.684055763,0.664838423,0.433636405,0.95761453,0.378104143,0.989274915,0.358997291,0.89024769,0.011223997,0.500578486,0.023938726,0.663631086,0.91616268,0.328382375,0.445230275,0.83342976
0.668161204,0.399565677,0.17907919,0.963691887,0.990498101,0.75678617,0.25587955,0.58572965,0.273377215,0.10749556,0.32554081,0.417430409,0.035515507,0.985156796,0.313716246,0.694419586,0.846185202,1,0.025697893
0.476370833,0.149599878,0.30368349,0.52786553,0.525959716,0.881850481,0.127687555,0.763327745,0.171992888,0.504714736,0.829036988,0.711369045,0.865733111,0.450743602,0.676948216,0.240813282,0.884062401,0.59806316,0.500438702
0.199717269,0.841939699,0.989498452,0,0.068708895,0.796265448,0.690886772,0.857209549,0.753595739,0.967504375,0.177248553,0.303143115,0.463014005,0.415962063,0.337920794,0.019195527,0.852569344,0,0.371489137
0.638742474,0.322208469,0.083618733,0.846486308,0.760105899,0.737475535,0.700998983,0.895116088,0.800371611,0.133058753,0.996529057,0.296451281,0.563361226,0.405959034,0.977192562,0.636129399,0.781504979,0.813058283,0.948179849
0.400190753,0.099778878,0.307596671,0.937823433,0.941195804,0.586837587,0.124740132,0.654363633,0.111047038,0.825812075,0.925442888,0.993789668,0.038556389,0.804922356,0.230600748,0.721880845,0.704480918,0.987052737,0.115877475
0.401253131,0.19805552,0.464130208,0.411337952,0.336156496,0.727550003,0.742384494,0.557444715,0.854050709,0.478163001,0.350525016,0.800237856,0.052259165,0.579887343,0.533256734,0.348467128,0.697509737,0.152339208,0.224140614
0.276743712,0.138588379,0.018195413,0.381642123,0.403263145,0.069023638,0.827915778,0.018936237,0.732471841,0.771203945,0.390173367,0.820781756,0.386510841,0.582940638,0.607711941,0.608239086,0.015066583,0.49548635,0.434912916
0.255068241,0.924859172,0.052486697,0.076448065,0.069939394,0.446046564,0.838429144,0.754130966,0.842914971,0.899227957,0.492313509,0.393520678,0.853231932,0.451161151,0.541987198,0.118992478,0.606728878,0.084482186,0.455984985
0.744679162,0.033272031,0.213568977,0.8265017,0.850531552,0.294859034,0.067602421,0.182646387,0.042561053,0.58500577,0.664729392,0.196871781,0.358040392,0.91668,0.647497257,0.841646211,0.238931615,0.91342557,0.806047881
0.449523931,0.781939711,0.406208933,0.589136001,0.624614909,0.719334788,0.110477961,0.850769075,0.131952773,0.067867929,0.041741403,0.352066163,0.198798793,0.259710331,0.866946055,0.294155658,0.995837224,0.681162924,0.388132128
0.533668603,0.084265694,0.089391222,0.884314195,0.84675588,0.922553027,0.46106989,0.804621482,0.494831927,0.155434442,0.161500657,0.526236059,0.205580368,0.615463302,0.052919577,0.475515325,0.912623764,0.817376368,0.374927387
0.370283345,0.750273191,0.232857485,0.559143763,0.596767628,0.041337201,0.031883872,0.381552487,0.094954063,0.76990477,0.139180893,0.797055602,0.053875389,0.177742277,0.191321568,0.540630947,0.186346594,0.862503531,0.406751706
0.72646019,0.4974955,0.284970535,0.180920695,0.208551677,0.86467529,0.686040193,0.944626782,0.635822218,0.256106427,0.456545829,0.54693033,0.899226368,0.778290472,0.330953674,0.102369012,0.969685026,0,0.29897636
0.795807713,0.21939837,0.91866398,0.310966953,0.442688726,0.396689769,0.894978801,0.292015561,1,0.01487178,0.034282475,0.787469008,0.008175502,0.245434152,0.396487357,0.700587703,0.273567971,0.356286558,0.6228451
0.329726581,0.827174102,0.93930129,0.0145648,0.050410509,0.067879967,0.663568345,0.212747467,0.622809392,0.269385716,0.187133334,0.443231516,0.744176022,0.039652126,0.840582698,0.892607909,0.182284055,0,0.969048016
0.304243458,0.981937537,0.909744535,0.891765288,0.900997684,0.528905371,0.703855217,0.579514289,0.681182745,0.64219166,0.899195992,0.939490747,0.103154037,0.400429539,0.467519286,0.015058558,0.595852425,0.963996542,0.196422995
0.290042188,0.0894879,0.828659164,0.86701266,0.813227074,0.38894758,0.432006954,0.331033599,0.386827319,0.020461972,0.352707411,0.081642867,0.633258776,0.87640305,0.878121254,0.425304711,0.362467636,1,0.116526457
0.404960518,0.94141323,0.550848676,0.419618056,0.37657029,0.132262168,0.739078648,0.059405227,0.968940856,0.91516107,0.41744247,0.204801049,0.482150342,0.805356547,0.34784751,0.769991502,0.00925637,0.116558244,0.316094792
0.344518009,0.408262966,0.259643659,0.595786633,0.502086991,0.408414244,0.273299067,0.452809148,0.297365634,0.068198892,0.893122435,0.576844818,0.134830854,0.755545543,0.973331964,0.64041096,0.373687874,0.600214569,0.893054194
0.756166486,0.890594124,0.981525578,0.290171879,0.253077586,0.478512452,0.191287815,0.329778518,0.239109955,0.128953036,0.974429871,0.043801874,0.60109951,0.006175793,0.465599484,0.80544641,0.374870001,0.285546219,0.355212205
0.47089639,0.470700914,0.108492391,0.783784874,0.974789003,0.813256037,0.330209154,0.450495983,0.123892487,0.796986384,0.009650938,0.396220996,0.095112827,0.394461452,0.354582922,0.531679752,0.748479621,0.841785519,0.124759029
